@relation cleanedleaf-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P77.8-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P60.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P45.5-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P33.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P23.1-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P14.3-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P6.7-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute Eccentricity numeric
@attribute Asp_Ratio numeric
@attribute Elongation numeric
@attribute Solidity numeric
@attribute Stoc_Convexity numeric
@attribute Isop_Factor numeric
@attribute Max_Ind_Depth numeric
@attribute Lobedness numeric
@attribute Ave_Intensity numeric
@attribute Ave_Contrast numeric
@attribute Smoothness numeric
@attribute Thir_moment numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute Class(Species) {SP_1,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_22,SP_23,SP_24,SP_25,SP_26,SP_27,SP_28,SP_29,SP_30,SP_31,SP_32,SP_33,SP_34,SP_35,SP_36}

@data
0.759593,0.037429,0.364231,0.966522,0.9971,0.885148,0.054488,0.004417,0.062032,0.173484,0.064995,0.059181,0.021762,0.103529,SP_32
0.870853,0.068392,0.535166,0.972639,0.9971,0.771193,0.032079,0.001902,0.111157,0.21743,0.08937,0.065041,0.058659,0.22927,SP_32
0.170707,0.006932,0.587192,0.891961,0.983627,0.15996,0.124751,0.020526,0.069611,0.153742,0.055074,0.041811,0.022382,0.182478,SP_11
0.982873,0.036911,0.857422,0.923287,0.973836,0.311579,0.190307,0.040546,0.184333,0.334708,0.169669,0.140672,0.064095,0.32736,SP_8
0.891067,0.07776,0.597614,0.836803,0.983615,0.56549,0.215082,0.011196,0.29207,0.542804,0.387605,0.443853,0.083622,0.318248,SP_22
0.682134,0.01234,0.696288,0.891961,0.983627,0.232967,0.104485,0.020526,0.087235,0.16082,0.058558,0.038292,0.040151,0.247812,SP_6
0.99772,0.036911,0.959155,0.85104,0.990214,0.084605,0.087382,0.009877,0.084273,0.21059,0.085367,0.088558,0.013508,0.200799,SP_34
0.506063,0.010326,0.4358,0.913604,0.990214,0.345652,0.097167,0.012232,0.533203,0.589402,0.416954,0.311943,0.0725,0.913276,SP_15
0.575026,0.008502,0.441735,0.846063,0.983627,0.478548,0.104485,0.020526,0.048269,0.173783,0.065149,0.073807,0.006392,0.07518,SP_23
0.785769,0.03392,0.453341,0.863246,0.990214,0.704099,0.168075,0.012232,0.460873,0.915563,0.213366,0.169532,0.075282,0.622072,SP_25
0.99642,0.036911,0.959122,0.858973,0.993168,0.091528,0.108492,0.015617,0.075239,0.197417,0.064258,0.078972,0.013817,0.195277,SP_34
0.422767,0.003981,0.431044,0.913604,0.983627,0.286287,0.104485,0.014671,0.473214,0.586181,0.391831,0.330978,0.081982,0.844844,SP_15
0.588002,0.010837,0.435384,0.803006,0.983627,0.468199,0.104485,0.020526,0.093624,0.284747,0.13278,0.164247,0.00832,0.125915,SP_23
0.855984,0.062729,0.511912,0.990922,0.99263,0.81459,0.035243,0.001259,0.207493,0.37846,0.209326,0.177045,0.092027,0.30903,SP_32
0.848848,0.048454,0.609922,0.913604,0.983627,0.323672,0.225159,0.012232,0.185814,0.332606,0.168043,0.135712,0.066208,0.33248,SP_5
0.492409,0.018704,0.261216,0.887257,0.963021,0.650698,0.225239,0.03021,0.244133,0.910186,0.213366,0.169532,0.070718,0.868894,SP_10
0.456155,0.01436,0.260943,0.853166,0.977043,0.488127,0.162767,0.012232,0.526558,0.778277,0.636797,0.276628,0.093932,0.793708,SP_10
0.554053,0.021213,0.22371,0.961663,1,0.84338,0.040707,0.002755,0.235337,0.706866,0.562215,0.331147,0.096992,0.828601,SP_33
0.409616,0.011053,0.288024,0.822774,0.994184,0.557339,0.139334,0.022783,0.417387,0.566119,0.390388,0.307054,0.0725,0.561695,SP_9
0.922496,0.104185,0.675175,0.928205,1,0.553056,0.123759,0.018364,0.246063,0.363285,0.192524,0.134108,0.10746,0.478674,SP_28
0.045906,0.001795,0.799731,0.891961,0.983627,0.074882,0.104485,0.020526,0.508427,0.665351,0.520419,0.175408,0.144699,0.665634,SP_36
0.359754,0.004903,0.690674,0.891961,0.983627,0.096929,0.124751,0.020526,0.086858,0.160824,0.058558,0.037575,0.053548,0.230617,SP_11
0.586831,0.01055,0.437218,0.832537,0.983627,0.431628,0.104485,0.020526,0.104851,0.278978,0.131785,0.13359,0.032247,0.174389,SP_23
0.823214,0.047173,0.489693,0.841677,0.959305,0.675679,0.132033,0.020654,0.179162,0.332202,0.16771,0.157572,0.040512,0.373794,SP_7
0.212374,0.007348,0.138367,0.889194,0.987906,0.556306,0.081312,0.007007,0.420916,0.692082,0.47954,0.29686,0.096992,0.828938,SP_30
0.602237,0.021374,0.363981,0.81046,0.990214,0.552132,0.121852,0.017854,0.286898,0.472584,0.291547,0.257049,0.122004,0.39959,SP_9
0.995965,0.036911,0.947182,0.803703,0.965281,0.105961,0.134319,0.023517,0.060008,0.135703,0.051794,0.037489,0.019786,0.146768,SP_34
0.872849,0.069251,0.543706,0.978284,1,0.765589,0.047345,0.003509,0.092805,0.202922,0.080974,0.062926,0.053302,0.172656,SP_32
0.59669,0.019455,0.205797,0.98511,0.9971,0.943125,0.012423,0.000499,0.288229,0.394774,0.219201,0.14324,0.162566,0.5294,SP_13
0.416515,0.0084,0.624293,0.900146,0.983627,0.220764,0.124751,0.020526,0.078737,0.176768,0.05059,0.046171,0.02333,0.226234,SP_6
0.882286,0.057832,0.64425,0.913604,0.983627,0.35241,0.240225,0.012232,0.19815,0.351442,0.18291,0.154662,0.056006,0.365011,SP_5
0.995293,0.036911,0.947783,0.881154,0.973836,0.151329,0.092078,0.010828,0.06236,0.16909,0.06273,0.056562,0.012799,0.126234,SP_31
0.800336,0.036553,0.584587,0.913604,0.983627,0.310578,0.234351,0.012232,0.400005,0.615594,0.447701,0.449767,0.091535,0.538892,SP_5
0.88547,0.080624,0.586736,0.9755,0.998715,0.66534,0.147102,0.01638,0.397479,0.514251,0.333834,0.242412,0.080911,0.568919,SP_35
0.335878,0.001764,0.448467,0.913604,0.983627,0.290342,0.104485,0.020526,0.227749,0.375008,0.202278,0.191828,0.062634,0.519712,SP_15
0.910632,0.097239,0.614309,0.957673,0.999258,0.600233,0.107245,0.014645,0.461371,0.537882,0.400304,0.254072,0.072762,0.607745,SP_35
0.934065,0.112581,0.695669,0.893074,0.991284,0.450656,0.144703,0.024417,0.18136,0.299865,0.14352,0.101033,0.082365,0.360325,SP_14
0.882445,0.066434,0.533394,0.966817,0.994184,0.722975,0.01278,0.000518,0.522376,0.657107,0.498414,0.417253,0.163013,0.740026,SP_14
0.448476,0.005823,0.652588,0.891961,0.983627,0.115794,0.124751,0.020526,0.059139,0.112464,0.036413,0.021964,0.032748,0.189595,SP_11
0.983707,0.036911,0.867777,0.932199,0.985432,0.290664,0.098081,0.022605,0.198449,0.339222,0.173097,0.140594,0.064884,0.354877,SP_8
0.409548,0.005357,0.502385,0.913604,0.983627,0.332341,0.124751,0.020526,0.009896,0.034989,0.009052,0.00833,0.002554,0.054712,SP_6
0.707156,0.035006,0.334935,0.94634,1,0.859294,0.113159,0.015625,0.017925,0.048408,0.013071,0.010823,0.007692,0.084711,SP_29
0.728877,0.031595,0.33534,0.987077,1,0.955206,0.013997,0.000584,0.160045,0.261901,0.117228,0.083839,0.077544,0.383561,SP_27
0.649064,0.011598,0.711138,0.891961,0.983627,0.18763,0.109874,0.020526,0.087121,0.168976,0.066431,0.044173,0.034522,0.231145,SP_6
0.535848,0.014652,0.1618,0.976101,0.994184,0.952115,0.023464,0.001195,0.197503,0.332848,0.168224,0.130955,0.085465,0.370643,SP_26
0.99806,0.036911,0.971013,0.891579,0.990214,0.106022,0.122892,0.018132,0.02744,0.098616,0.030786,0.029086,0.007598,0.055413,SP_31
0.789969,0.038034,0.359866,0.997404,1,0.911424,0.009168,0.000339,0.141774,0.254969,0.112677,0.089353,0.055703,0.333858,SP_27
0.795821,0.050246,0.440974,0.9118,0.988368,0.650788,0.17958,0.036389,0,0.00247,0.000571,0.002122,0.002915,0.035828,SP_29
0.285403,0.002163,0.78935,0.891961,0.983627,0.185185,0.104485,0.020526,0.374182,0.592231,0.420205,0.412246,0.116077,0.466583,SP_36
0.408561,0.011364,0.684905,0.913604,0.983627,0.205934,0.124751,0.020526,0.10242,0.19082,0.074233,0.054194,0.033991,0.290505,SP_6
0.203305,0.003165,0.788788,0.891961,0.983627,0.098977,0.104485,0.020526,0.359204,0.741383,0.500224,0.407439,0.099279,0.610541,SP_36
0.986661,0.036911,0.872611,0.9547,1,0.275081,0.103926,0.013418,0.11224,0.228,0.0957,0.076547,0.031056,0.252767,SP_8
0.86745,0.064698,0.550319,0.874604,0.9971,0.476753,0.235672,0.012232,0.362105,0.535965,0.35714,0.340316,0.083095,0.618763,SP_12
0.861041,0.068603,0.541827,0.981058,1,0.73476,0.037516,0.002422,0.238134,0.773803,0.653109,0.446384,0.096992,0.905478,SP_28
0.869594,0.081519,0.602191,0.921534,0.970937,0.418198,0.094094,0.012232,0.322482,0.457386,0.276722,0.220201,0.124661,0.581584,SP_12
0.916638,0.097,0.641524,0.974727,1,0.541671,0.069682,0.006422,0.51721,0.599446,0.434549,0.279598,0.096992,0.692884,SP_35
0.995928,0.036911,0.949211,0.857334,0.9971,0.129567,0.07041,0.006797,0.082835,0.154599,0.055491,0.035074,0.05575,0.214934,SP_34
0.595034,0.026548,0.271895,0.924743,0.9971,0.835031,0.074448,0.007479,0.102926,0.16664,0.061481,0.032635,0.106623,0.257331,SP_24
0.599208,0.020392,0.206975,0.985405,1,0.983047,0.013207,0.000541,0.117594,0.212349,0.086389,0.061035,0.041383,0.304659,SP_13
0.762871,0.045033,0.411452,0.912292,1,0.711805,0.140379,0.023097,0.016306,0.040563,0.010684,0.007608,0.007588,0.077165,SP_29
0.868142,0.060639,0.524532,0.951632,0.9971,0.693261,0.022767,0.001144,0.51979,0.661917,0.504416,0.431903,0.165362,0.724666,SP_14
0.996483,0.036911,0.951341,0.862817,0.979277,0.13169,0.11927,0.018005,0.072826,0.183263,0.069545,0.087701,0.037372,0.188064,SP_34
0.444723,0.010112,0.698427,0.891961,0.983627,0.170228,0.124751,0.020526,0.059574,0.183651,0.0596,0.049261,0.016681,0.184987,SP_6
0.996733,0.036911,0.972274,0.891961,0.983627,0.093146,0.124751,0.020526,0.002075,0.043481,0.011561,0.016018,0,0,SP_31
0.469956,0.007669,0.13515,0.978918,0.99545,0.97145,0.023204,0.001122,0.19341,0.245505,0.104717,0.121418,0.057438,0.20832,SP_26
0.397207,0.010038,0.3091,0.84567,0.962204,0.643222,0.24726,0.012232,0.235337,0.622102,0.455496,0.200774,0.096992,0.939585,SP_10
0.589499,0.023293,0.228551,0.962273,0.9971,0.905628,0.05378,0.004323,0.125237,0.206471,0.082996,0.050279,0.104677,0.29286,SP_24
0.838243,0.04805,0.46261,0.973623,1,0.786018,0.03259,0.001948,0.231293,0.284909,0.132905,0.075546,0.0725,0.571423,SP_27
0.605016,0.012689,0.407099,0.833612,0.983627,0.638079,0.097167,0.012232,0.023232,0.104226,0.033027,0.03638,0.005227,0.036348,SP_23
0.636624,0.025039,0.357346,0.942109,1,0.827683,0.056552,0.004876,0.189833,0.296436,0.120798,0.084622,0.161995,0.491119,SP_4
0.926341,0.104357,0.664946,0.87486,0.990214,0.451335,0.167599,0.03201,0.229752,0.387053,0.212532,0.188018,0.05265,0.453547,SP_12
0.554378,0.003798,0.260249,0.832492,0.995335,0.760256,0.132477,0.023137,0.211555,0.525668,0.307622,0.357124,0.069292,0.315582,SP_3
0.541948,0.019032,0.297647,0.829969,0.974331,0.633951,0.107511,0.018629,0.224797,0.411329,0.254803,0.225511,0.074272,0.326976,SP_9
0.237629,0.005125,0.559822,0.891961,0.983627,0.245198,0.104485,0.020526,0.413343,0.446303,0.273175,0.213687,0.072265,0.80232,SP_15
0.266869,0.007731,0.110797,0.950589,0.994184,0.814269,0.075927,0.007737,0.152046,0.265377,0.119541,0.081998,0.119621,0.276106,SP_24
0.533248,0.002415,0.248224,0.849717,0.9971,0.722516,0.107129,0.012451,0.228426,0.462816,0.286387,0.364921,0.051072,0.304954,SP_3
0.603303,0.025128,0.264996,0.961014,1,0.865437,0.067219,0.006281,0.037722,0.068114,0.019521,0.009532,0.043042,0.127293,SP_24
0.909146,0.100092,0.641657,0.9106,0.990214,0.555903,0.215151,0.012232,0.195656,0.402413,0.225898,0.22986,0.062244,0.260892,SP_35
0.144698,0.002241,0.591748,0.891961,0.983627,0.178901,0.124751,0.020526,0.175456,0.378282,0.205057,0.215099,0.034503,0.261392,SP_11
0.909559,0.100527,0.646406,0.972909,1,0.680991,0.01283,0.000567,0.099535,0.167013,0.072763,0.03606,0.040907,0.230259,SP_2
0.778127,0.035793,0.350969,0.966699,1,0.923274,0.041024,0.002789,0.224845,0.27832,0.128334,0.065031,0.0725,0.526131,SP_27
0.826157,0.052236,0.502697,0.887104,0.974479,0.672235,0.136589,0.024275,0.205457,0.33639,0.176548,0.194012,0.052075,0.430589,SP_7
0.735688,0.037793,0.306366,0.983095,1,0.941359,0.014143,0.001232,0.030097,0.099843,0.031203,0.029044,0.031444,0.128255,SP_1
0.810771,0.046469,0.428746,0.98629,1,0.861436,0.0107,0.000412,0.160476,0.30419,0.146674,0.116701,0.100235,0.249726,SP_32
0.435625,0.013493,0.230038,0.903401,0.96802,0.764217,0.237395,0.012232,0.491414,0.795994,0.68451,0.169532,0.089596,0.502895,SP_10
0.925394,0.116952,0.646317,0.913789,0.982869,0.364807,0.123224,0.020526,0.202889,0.435434,0.26619,0.28199,0.096749,0.339159,SP_22
0.925728,0.036027,0.694789,0.929247,1,0.516866,0.101036,0.012761,0.378593,0.574769,0.400142,0.366503,0.13406,0.493127,SP_28
0.826367,0.040773,0.464561,0.869392,1,0.698442,0.060525,0.005262,0.107764,0.178872,0.067811,0.063457,0.098763,0.401914,SP_7
0.782868,0.047162,0.421491,0.913924,0.988368,0.680642,0.13055,0.020233,0.024869,0.107844,0.0345,0.037751,0.003373,0.04233,SP_29
0.174847,0.004958,0.681717,0.891961,0.983627,0.067331,0.124751,0.020526,0.091146,0.15953,0.057917,0.037544,0.072948,0.249939,SP_11
0.863798,0.081347,0.596351,0.921534,0.985468,0.486294,0.094094,0.012232,0.384863,0.526587,0.347067,0.288219,0.11491,0.656492,SP_12
0.845479,0.0573,0.48264,0.989044,1,0.815372,0.014848,0.000632,0.256717,0.428444,0.249379,0.20796,0.154447,0.353393,SP_32
0.881458,0.078402,0.577617,0.980704,1,0.679116,0.074402,0.007471,0.517097,0.622749,0.456301,0.32433,0.096992,0.653027,SP_35
0.907853,0.094213,0.63433,0.921534,0.982552,0.44491,0.104485,0.020526,0.200347,0.353948,0.184911,0.153596,0.102147,0.330944,SP_22
0.713247,0.026959,0.277794,0.97852,1,0.965016,0.013918,0.00058,0.004018,0.012514,0.003001,0.002683,0.008507,0.031846,SP_1
0.314463,0.006239,0.077445,0.949212,0.988368,0.840994,0.049262,0.003743,0.366506,0.41943,0.241126,0.129591,0.084656,0.677366,SP_4
0.9004,0.085529,0.598278,0.96066,0.9971,0.615304,0.086077,0.00962,0.518713,0.552982,0.37573,0.244683,0.084656,0.872474,SP_35
0.489151,0.014791,0.241837,0.882393,0.9971,0.665177,0.077135,0.00795,0.20826,0.3704,0.198429,0.164914,0.142541,0.305923,SP_9
0.316437,0.008768,0.221879,0.895277,0.988368,0.603018,0.11424,0.015895,0.251029,0.350553,0.182187,0.118132,0.128116,0.521799,SP_30
0.804124,0.036442,0.457733,0.788194,0.988368,0.632206,0.098476,0.012192,0.158483,0.273995,0.125361,0.096134,0.054016,0.368359,SP_7
0.34639,0.007573,0.197906,0.886817,0.985468,0.488642,0.084686,0.007615,0.495489,0.606185,0.443687,0.296288,0.096992,0.672581,SP_30
0.519097,0.015976,0.193533,0.94711,0.997061,0.889729,0.03701,0.002251,0.104465,0.135605,0.056955,0.033873,0.061658,0.302547,SP_4
0.286115,0.006936,0.834458,0.891961,0.983627,0.119583,0.104485,0.020526,0.440013,0.606617,0.539243,0.248283,0.108548,0.501914,SP_36
0.884317,0.069146,0.558182,0.942957,1,0.64208,0.02705,0.001471,0.311105,0.476101,0.295048,0.25801,0.104134,0.507306,SP_14
0.411987,0.010848,0.190739,0.904719,0.9971,0.568124,0.101668,0.012903,0.329856,0.463894,0.283016,0.201809,0.0725,0.471624,SP_30
0.593764,0.017192,0.212375,0.954071,0.994184,0.88929,0.032255,0.001918,0.082905,0.129995,0.043994,0.022603,0.0674,0.272845,SP_4
0.502127,0.018723,0.279995,0.873955,0.959305,0.641734,0.258624,0.012232,0.244133,0.897411,0.213366,0.169532,0.068042,0.88362,SP_10
0.47622,0.003799,0.534131,0.891961,0.983627,0.24883,0.104485,0.020526,0.464859,0.522383,0.342593,0.239831,0.0725,0.827459,SP_15
0.877602,0.083725,0.601709,0.971036,1,0.734088,0.003921,0.00013,0.113758,0.229732,0.082432,0.060256,0.06236,0.253588,SP_2
0.413915,0.007481,0.053216,0.983241,1,0.996871,0.022348,0.001114,0.090715,0.185404,0.071293,0.051375,0.04251,0.205734,SP_26
0.395654,0.011807,0.194284,0.902535,1,0.75356,0.053458,0.00428,0.104015,0.285515,0.133308,0.151712,0.013446,0.155595,SP_9
0.700078,0.027746,0.357618,0.904207,1,0.701738,0.061947,0.005471,0.178246,0.237567,0.101587,0.05237,0.159398,0.45906,SP_4
0.809648,0.045105,0.415496,0.977419,1,0.888302,0.016157,0.000708,0.011973,0.029107,0.007386,0.005369,0.008856,0.065992,SP_1
0.639282,0.009983,0.808631,0.891961,0.983627,0.079399,0.097167,0.012232,0.472658,0.610744,0.441935,0.359398,0.068042,0.664566,SP_36
0.705818,0.029133,0.288154,0.98212,1,0.939099,0.025346,0.001337,0.123169,0.328644,0.164987,0.1958,0.014741,0.169174,SP_13
0.615135,0.004411,0.280182,0.898717,0.996252,0.704616,0.13531,0.012652,0.108087,0.280899,0.132137,0.147125,0.01467,0.160189,SP_3
0.910677,0.092073,0.62234,0.970613,1,0.643311,0.038107,0.002482,0.578935,0.664666,0.507904,0.371341,0.0725,0.809224,SP_28
0.823435,0.036743,0.461572,0.794816,0.988484,0.572687,0.152889,0.029887,0.212206,0.427328,0.157903,0.155908,0.053331,0.463939,SP_7
0.73743,0.031384,0.335863,0.967879,1,0.935828,0.023558,0.001202,0.037033,0.097132,0.030203,0.023388,0.010571,0.107944,SP_1
0.683858,0.03119,0.313156,0.96481,0.9971,0.888803,0.056788,0.00473,0.619172,0.644496,0.482783,0.28354,0.096992,0.772597,SP_33
0.654356,0.024823,0.258061,0.977871,0.991284,0.918349,0.018098,0.000827,0.398572,0.533984,0.355001,0.261728,0.0725,0.541294,SP_33
0.895164,0.075253,0.570867,0.928587,0.989101,0.569553,0.167342,0.027546,0.267056,0.427936,0.259161,0.303291,0.093502,0.338702,SP_22
